GEOID20,District
132419703031032,9
132419703031033,9
132419703031034,9
132419703031035,9
132419703031036,9
132419703031037,9
132419703031038,9
132419703031039,9
132419703031040,9
132419703031041,9
132419703031042,9
132419703031043,9
132419703031044,9
132419703031045,9
132419703031046,9
132419703031047,9
132419703031048,9
132419703031049,9
132419703031050,9
132419703031051,9
132419703031052,9
132419703031053,9
132419703031054,9
132419703031055,9
132419703031056,9
132419703031057,9
132419703031058,9
132419703031059,9
132419703031060,9
132419703031061,9
132419703031062,9
132419703031063,9
132419703031064,9
132419703032000,9
132419703032001,9
132419703032002,9
132419703032003,9
132419703032004,9
132419703032005,9
132419703032006,9
132419703032007,9
132419703032008,9
132419703032009,9
132419703032010,9
132419703032011,9
132419703032012,9
132419703032013,9
132419703032014,9
132419703032015,9
132419703032016,9
132419703032017,9
132419703032018,9
132419703032019,9
132419703032020,9
132419703032021,9
132419703032022,9
132419703032023,9
132419703032024,9
132419703032025,9
132419703032026,9
132419703032027,9
132419703032028,9
132419703032029,9
132419703032030,9
132419703032031,9
132419703032032,9
132419703032033,9
132419703032034,9
132419703032035,9
132419703032036,9
132419703032037,9
132419703032038,9
132419703041000,9
132419703041001,9
132419703041002,9
132419703041003,9
132419703041004,9
132419703041005,9
132419703041006,9
132419703041007,9
132419703041008,9
132419703041009,9
132419703041010,9
132419703041011,9
132419703041012,9
132419703041013,9
132419703041014,9
132419703041015,9
132419703041016,9
132419703041017,9
132419703041018,9
132419703041019,9
132419703041020,9
132419703041021,9
132419703041022,9
132419703041023,9
132419703041024,9
132419703041025,9
132419703041026,9
132419703041027,9
132419703041028,9
132419703041029,9
132419703041030,9
132419703041031,9
132419703041032,9
132419703041033,9
132419703041034,9
132419703041035,9
132419703041036,9
132419703041037,9
132419703041038,9
132419703041039,9
132419703041040,9
132419703041041,9
132419703041042,9
132419703041043,9
132419703041044,9
132419703041045,9
132419703041046,9
132419703041047,9
132419703041048,9
132419703041049,9
132419703041050,9
132419703041051,9
132419703041052,9
132419703041053,9
132419703041054,9
132419703041055,9
132419703041056,9
132419703042000,9
132419703042001,9
132419703042002,9
132419703042003,9
132419703042004,9
132419703042005,9
132419703042006,9
132419703042007,9
132419703042008,9
132419703042009,9
132419703042010,9
132419703042011,9
132419703042012,9
132419703042013,9
132419703042014,9
132419703042015,9
132419703042016,9
132419703042017,9
132419703042018,9
132419703042019,9
132419703042020,9
132419703042021,9
132419703042022,9
132419703042023,9
132419703042024,9
132419703042025,9
132419703042026,9
132419703042027,9
132419703042028,9
132419703042029,9
132419703042030,9
132419703042031,9
132419703042032,9
132419703042033,9
132419703042034,9
132419703042035,9
132419703042036,9
132419703042037,9
132419703042038,9
132419703042039,9
132419703042040,9
132419703042041,9
132419703042042,9
132419703042043,9
132419703042044,9
132419703042045,9
132419703042046,9
132419703042047,9
132419703042048,9
132419703042049,9
132419703042050,9
132419703042051,9
132419703042052,9
132419703042053,9
132419703042054,9
132419703042055,9
132419703042056,9
132419703042057,9
132419703042058,9
132419703042059,9
132419703042060,9
132419703042061,9
132419703042062,9
132419703042063,9
132419703042064,9
132419703042065,9
132419703042066,9
132419703042067,9
132419703042068,9
132419703042069,9
132419703042070,9
132419703042071,9
132419703042072,9
132419703042073,9
132419703042074,9
132419703042075,9
132419703042076,9
132419703042077,9
132419703042078,9
132419703042079,9
132419703042080,9
132419703042081,9
132419703042082,9
132419703042083,9
132419703042084,9
132419703042085,9
132419703042086,9
132419703042087,9
132419703042088,9
132419703042089,9
132650102003000,10
132650102003001,10
132650102003002,10
132650102003003,10
132650102003022,10
132650102003023,10
132650102003024,10
132650102003025,10
132650102003026,10
132650102003027,10
132650102003028,10
132650102003029,10
132650102003030,10
132650102003031,10
132650102003032,10
132650102003033,10
132650102003034,10
132650102003035,10
132650102003036,10
132650102003037,10
132650102003039,10
132650102003041,10
132650102003042,10
132650102003043,10
132650102003044,10
132650102003045,10
132650102003046,10
132650102003047,10
132650102003048,10
132650102003049,10
132650102003050,10
132650102003051,10
132650102003052,10
132650102003053,10
132650102003054,10
132650102003055,10
132650102003056,10
132650102003057,10
132650102003058,10
132650102003059,10
132650102003060,10
132650102003061,10
132650102003062,10
132650102003063,10
132650102003064,10
132650102003065,10
132650102003066,10
132650102003067,10
132650102003068,10
132650102003069,10
132650102003070,10
132650102003071,10
132650102003072,10
132650102003073,10
132650102003074,10
132650102003075,10
132650102003076,10
132650102003077,10
132650102003078,10
132650102003079,10
132650102003080,10
132650102003081,10
132650102003082,10
132650102003083,10
132650102003084,10
132650102003085,10
132650102003086,10
132650102003087,10
132650102003088,10
132650102003089,10
132650102003090,10
132650102003091,10
132650102003092,10
132650102003093,10
131339501002000,10
131339501002001,10
131339501002002,10
131339501002003,10
131339501002004,10
131339501002005,10
131339501002006,10
131339501002007,10
131339501002008,10
131339501002009,10
131339501002010,10
131339501002011,10
131339501002012,10
131339501002013,10
131339501002014,10
131339501002015,10
131339501002016,10
131339501002017,10
131339501002018,10
131339501002019,10
131339501002020,10
131339501002021,10
131339501002022,10
131339501002023,10
131339501002024,10
131339501002025,10
131339501002026,10
131339501002027,10
131339501002028,10
131339501002029,10
131339501002030,10
131339501002031,10
